date_implemented,date_lifted,measure,level,unit,source,measure_cat
2020-03-12,NA,"Tag der Volksschulen"" cancelled, canton, LU, ""https://newsletter.lu.ch/inxmail/html_mail.jsp?params=7UGt4J1Fx6OIONHlV9upAI6wXLwgoKXw6N5QbNMQ4HZv9fti5DCn3zpUvSWMGCEnS4x0YNfC8ZPsSszjfYpegXJtPmMbmDVr5Lki61%2Bjr%2BY%3D",NA,NA,NA,NA
