country,unit,date,events,carefacilities,retailgastro,publicplaces,mobilityint,daycare,schools,universities,publicoffices,publictransport,lockdown,casemanagement,recommendations
CH,ZG,2020-03-23,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,ZH,2020-03-23,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,AG,2020-03-24,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,AI,2020-03-24,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,AR,2020-03-24,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BE,2020-03-24,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BL,2020-03-24,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,BS,2020-03-24,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,FR,2020-03-24,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,GE,2020-03-24,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,GL,2020-03-24,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,GR,2020-03-24,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,JU,2020-03-24,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,LU,2020-03-24,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,NE,2020-03-24,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,NW,2020-03-24,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,OW,2020-03-24,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SG,2020-03-24,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,SH,2020-03-24,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SO,2020-03-24,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,SZ,2020-03-24,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,TG,2020-03-24,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,TI,2020-03-24,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,UR,2020-03-24,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VD,2020-03-24,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VS,2020-03-24,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,ZG,2020-03-24,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,ZH,2020-03-24,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,AG,2020-03-25,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,AI,2020-03-25,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,AR,2020-03-25,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BE,2020-03-25,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BL,2020-03-25,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,BS,2020-03-25,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,FR,2020-03-25,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,GE,2020-03-25,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,GL,2020-03-25,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,GR,2020-03-25,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,JU,2020-03-25,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,LU,2020-03-25,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,NE,2020-03-25,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,NW,2020-03-25,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,OW,2020-03-25,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SG,2020-03-25,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,SH,2020-03-25,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SO,2020-03-25,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,SZ,2020-03-25,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,TG,2020-03-25,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,TI,2020-03-25,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,UR,2020-03-25,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VD,2020-03-25,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VS,2020-03-25,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,ZG,2020-03-25,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,ZH,2020-03-25,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,AG,2020-03-26,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,AI,2020-03-26,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,AR,2020-03-26,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BE,2020-03-26,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BL,2020-03-26,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,BS,2020-03-26,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,FR,2020-03-26,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,GE,2020-03-26,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,GL,2020-03-26,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,GR,2020-03-26,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,JU,2020-03-26,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,LU,2020-03-26,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,NE,2020-03-26,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,NW,2020-03-26,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,OW,2020-03-26,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SG,2020-03-26,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,SH,2020-03-26,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SO,2020-03-26,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,SZ,2020-03-26,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,TG,2020-03-26,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,TI,2020-03-26,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,UR,2020-03-26,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VD,2020-03-26,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VS,2020-03-26,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,ZG,2020-03-26,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,ZH,2020-03-26,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,AG,2020-03-27,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,AI,2020-03-27,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,AR,2020-03-27,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BE,2020-03-27,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BL,2020-03-27,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,BS,2020-03-27,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,FR,2020-03-27,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,GE,2020-03-27,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,GL,2020-03-27,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,GR,2020-03-27,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,JU,2020-03-27,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,LU,2020-03-27,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,NE,2020-03-27,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,NW,2020-03-27,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,OW,2020-03-27,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SG,2020-03-27,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,SH,2020-03-27,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SO,2020-03-27,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,SZ,2020-03-27,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,TG,2020-03-27,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,TI,2020-03-27,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,UR,2020-03-27,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VD,2020-03-27,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VS,2020-03-27,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,ZG,2020-03-27,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,ZH,2020-03-27,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,AG,2020-03-28,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,AI,2020-03-28,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,AR,2020-03-28,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BE,2020-03-28,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BL,2020-03-28,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,BS,2020-03-28,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,FR,2020-03-28,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,GE,2020-03-28,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,GL,2020-03-28,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,GR,2020-03-28,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,JU,2020-03-28,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,LU,2020-03-28,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,NE,2020-03-28,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,NW,2020-03-28,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,OW,2020-03-28,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SG,2020-03-28,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,SH,2020-03-28,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SO,2020-03-28,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,SZ,2020-03-28,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,TG,2020-03-28,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,TI,2020-03-28,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,UR,2020-03-28,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VD,2020-03-28,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VS,2020-03-28,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,ZG,2020-03-28,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,ZH,2020-03-28,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,AG,2020-03-29,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,AI,2020-03-29,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,AR,2020-03-29,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BE,2020-03-29,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BL,2020-03-29,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,BS,2020-03-29,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,FR,2020-03-29,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,GE,2020-03-29,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,GL,2020-03-29,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,GR,2020-03-29,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,JU,2020-03-29,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,LU,2020-03-29,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,NE,2020-03-29,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,NW,2020-03-29,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,OW,2020-03-29,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SG,2020-03-29,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,SH,2020-03-29,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SO,2020-03-29,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,SZ,2020-03-29,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,TG,2020-03-29,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,TI,2020-03-29,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,UR,2020-03-29,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VD,2020-03-29,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VS,2020-03-29,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,ZG,2020-03-29,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,ZH,2020-03-29,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,AG,2020-03-30,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,AI,2020-03-30,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,AR,2020-03-30,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BE,2020-03-30,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BL,2020-03-30,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,BS,2020-03-30,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,FR,2020-03-30,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,GE,2020-03-30,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,GL,2020-03-30,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,GR,2020-03-30,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,JU,2020-03-30,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,LU,2020-03-30,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,NE,2020-03-30,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,NW,2020-03-30,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,OW,2020-03-30,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SG,2020-03-30,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,SH,2020-03-30,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SO,2020-03-30,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,SZ,2020-03-30,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,TG,2020-03-30,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,TI,2020-03-30,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,UR,2020-03-30,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VD,2020-03-30,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VS,2020-03-30,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,ZG,2020-03-30,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,ZH,2020-03-30,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,AG,2020-03-31,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,AI,2020-03-31,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,AR,2020-03-31,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BE,2020-03-31,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BL,2020-03-31,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,BS,2020-03-31,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,FR,2020-03-31,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,GE,2020-03-31,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,GL,2020-03-31,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,GR,2020-03-31,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,JU,2020-03-31,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,LU,2020-03-31,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,NE,2020-03-31,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,NW,2020-03-31,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,OW,2020-03-31,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SG,2020-03-31,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,SH,2020-03-31,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SO,2020-03-31,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,SZ,2020-03-31,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,TG,2020-03-31,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,TI,2020-03-31,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,UR,2020-03-31,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VD,2020-03-31,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VS,2020-03-31,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,ZG,2020-03-31,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,ZH,2020-03-31,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,AG,2020-04-01,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,AI,2020-04-01,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,AR,2020-04-01,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BE,2020-04-01,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BL,2020-04-01,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,BS,2020-04-01,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,FR,2020-04-01,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,GE,2020-04-01,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,GL,2020-04-01,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,GR,2020-04-01,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,JU,2020-04-01,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,LU,2020-04-01,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,NE,2020-04-01,6,1,2,1,1,1,1,1,1,1,1,1,1
CH,NW,2020-04-01,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,OW,2020-04-01,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SG,2020-04-01,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,SH,2020-04-01,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SO,2020-04-01,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,SZ,2020-04-01,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,TG,2020-04-01,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,TI,2020-04-01,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,UR,2020-04-01,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VD,2020-04-01,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VS,2020-04-01,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,ZG,2020-04-01,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,ZH,2020-04-01,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,AG,2020-04-02,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,AI,2020-04-02,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,AR,2020-04-02,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BE,2020-04-02,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BL,2020-04-02,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,BS,2020-04-02,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,FR,2020-04-02,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,GE,2020-04-02,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,GL,2020-04-02,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,GR,2020-04-02,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,JU,2020-04-02,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,LU,2020-04-02,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,NE,2020-04-02,6,1,2,1,1,1,1,1,1,1,1,1,1
CH,NW,2020-04-02,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,OW,2020-04-02,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SG,2020-04-02,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,SH,2020-04-02,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SO,2020-04-02,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,SZ,2020-04-02,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,TG,2020-04-02,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,TI,2020-04-02,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,UR,2020-04-02,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VD,2020-04-02,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VS,2020-04-02,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,ZG,2020-04-02,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,ZH,2020-04-02,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,AG,2020-04-03,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,AI,2020-04-03,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,AR,2020-04-03,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BE,2020-04-03,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BL,2020-04-03,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,BS,2020-04-03,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,FR,2020-04-03,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,GE,2020-04-03,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,GL,2020-04-03,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,GR,2020-04-03,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,JU,2020-04-03,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,LU,2020-04-03,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,NE,2020-04-03,6,1,2,1,1,1,1,1,1,1,1,1,1
CH,NW,2020-04-03,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,OW,2020-04-03,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SG,2020-04-03,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,SH,2020-04-03,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SO,2020-04-03,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,SZ,2020-04-03,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,TG,2020-04-03,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,TI,2020-04-03,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,UR,2020-04-03,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VD,2020-04-03,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VS,2020-04-03,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,ZG,2020-04-03,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,ZH,2020-04-03,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,AG,2020-04-04,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,AI,2020-04-04,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,AR,2020-04-04,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BE,2020-04-04,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BL,2020-04-04,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,BS,2020-04-04,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,FR,2020-04-04,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,GE,2020-04-04,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,GL,2020-04-04,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,GR,2020-04-04,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,JU,2020-04-04,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,LU,2020-04-04,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,NE,2020-04-04,6,1,2,1,1,1,1,1,1,1,1,1,1
CH,NW,2020-04-04,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,OW,2020-04-04,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SG,2020-04-04,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,SH,2020-04-04,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SO,2020-04-04,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,SZ,2020-04-04,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,TG,2020-04-04,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,TI,2020-04-04,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,UR,2020-04-04,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VD,2020-04-04,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VS,2020-04-04,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,ZG,2020-04-04,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,ZH,2020-04-04,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,AG,2020-04-05,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,AI,2020-04-05,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,AR,2020-04-05,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BE,2020-04-05,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BL,2020-04-05,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,BS,2020-04-05,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,FR,2020-04-05,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,GE,2020-04-05,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,GL,2020-04-05,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,GR,2020-04-05,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,JU,2020-04-05,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,LU,2020-04-05,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,NE,2020-04-05,6,1,2,1,1,1,1,1,1,1,1,1,1
CH,NW,2020-04-05,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,OW,2020-04-05,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SG,2020-04-05,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,SH,2020-04-05,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SO,2020-04-05,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,SZ,2020-04-05,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,TG,2020-04-05,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,TI,2020-04-05,6,0,2,1,1,0,1,1,1,1,1,1,1
CH,UR,2020-04-05,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VD,2020-04-05,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,VS,2020-04-05,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,ZG,2020-04-05,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,ZH,2020-04-05,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,AG,2020-04-06,6,0,2,1,1,0,1,1,0,1,1,1,1
CH,AI,2020-04-06,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,AR,2020-04-06,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BE,2020-04-06,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,BL,2020-04-06,6,1,2,1,1,0,1,1,1,1,1,1,1
CH,BS,2020-04-06,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,FR,2020-04-06,6,0,2,1,1,1,1,1,1,1,1,1,1
CH,GE,2020-04-06,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,GL,2020-04-06,6,2,2,1,1,0,1,1,1,1,1,1,1
CH,GR,2020-04-06,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,JU,2020-04-06,6,2,2,1,1,1,1,1,1,1,1,1,1
CH,LU,2020-04-06,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,NE,2020-04-06,6,1,2,1,1,1,1,1,1,1,1,1,1
CH,NW,2020-04-06,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,OW,2020-04-06,6,2,2,1,1,0,1,1,0,1,1,1,1
CH,SG,2020-04-06,6,1,2,1,1,0,1,1,1,1,1,1,1
